model,seed,threshold_policy,selection_policy,level,threshold,validation_precision_at_threshold,validation_recall_at_threshold,precision,recall,f1,f2,pr_auc,roc_auc,tp,tn,fp,fn,support,positive_support,negative_support,test_precision_at_val_recall_70,test_precision_at_val_recall_80,test_precision_at_val_recall_90,val_threshold_for_recall_70,val_threshold_for_recall_80,val_threshold_for_recall_90,val_recall_at_threshold_70,val_recall_at_threshold_80,val_recall_at_threshold_90
Pairwise-RGCN,45,precision_focused,target_precision,contract,0.01,0.14534883720930233,0.8333333333333334,0.19718309859154928,0.9333333333333333,0.3255813953488372,0.5343511450381679,0.24997343627669133,0.6613553113553113,28,68,114,2,212,30,182,0.19285714285714287,0.19285714285714287,0.17857142857142858,0.017,0.017,0.001,0.8,0.8,0.9333333333333333
Pairwise-RGCN,46,max_f1,max_f1,contract,0.79,0.21818181818181817,0.4,0.25,0.5666666666666667,0.3469387755102041,0.45212765957446804,0.2651510748821797,0.7053113553113554,17,131,51,13,212,30,182,0.1956521739130435,0.19607843137254902,0.19607843137254902,0.059000000000000004,0.005,0.005,0.7666666666666667,0.9,0.9
Pairwise-RGCN,46,high_recall,target_recall,contract,0.005,0.13989637305699482,0.9,0.19607843137254902,1.0,0.3278688524590164,0.5494505494505495,0.2651510748821797,0.7053113553113554,30,59,123,0,212,30,182,0.1956521739130435,0.19607843137254902,0.19607843137254902,0.059000000000000004,0.005,0.005,0.7666666666666667,0.9,0.9
Pairwise-RGCN,46,precision_focused,target_precision,contract,0.003,0.13930348258706468,0.9333333333333333,0.1875,1.0,0.3157894736842105,0.5357142857142857,0.2651510748821797,0.7053113553113554,30,52,130,0,212,30,182,0.1956521739130435,0.19607843137254902,0.19607843137254902,0.059000000000000004,0.005,0.005,0.7666666666666667,0.9,0.9
Pairwise-GAT,42,max_f1,max_f1,contract,0.903,0.24489795918367346,0.4,0.2153846153846154,0.4666666666666667,0.2947368421052632,0.3783783783783784,0.21842284420206318,0.674908424908425,14,131,51,16,212,30,182,0.1891891891891892,0.1891891891891892,0.18543046357615894,0.152,0.152,0.056,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,42,high_recall,target_recall,contract,0.056,0.13917525773195877,0.9,0.18543046357615894,0.9333333333333333,0.30939226519337015,0.5166051660516605,0.21842284420206318,0.674908424908425,28,59,123,2,212,30,182,0.1891891891891892,0.1891891891891892,0.18543046357615894,0.152,0.152,0.056,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,42,precision_focused,target_precision,contract,0.011,0.13513513513513514,1.0,0.1724137931034483,1.0,0.29411764705882354,0.5102040816326531,0.21842284420206318,0.674908424908425,30,38,144,0,212,30,182,0.1891891891891892,0.1891891891891892,0.18543046357615894,0.152,0.152,0.056,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,43,max_f1,max_f1,contract,0.589,0.18811881188118812,0.6333333333333333,0.16129032258064516,0.5,0.24390243902439024,0.35211267605633806,0.23415276301360743,0.6593406593406593,15,104,78,15,212,30,182,0.19047619047619047,0.1935483870967742,0.20714285714285716,0.381,0.215,0.064,0.7,0.8,0.9
Pairwise-GAT,43,high_recall,target_recall,contract,0.064,0.1569767441860465,0.9,0.20714285714285716,0.9666666666666667,0.3411764705882353,0.5576923076923077,0.23415276301360743,0.6593406593406593,29,71,111,1,212,30,182,0.19047619047619047,0.1935483870967742,0.20714285714285716,0.381,0.215,0.064,0.7,0.8,0.9
Pairwise-GAT,43,precision_focused,target_precision,contract,0.991,1.0,0.1,0.3333333333333333,0.03333333333333333,0.0606060606060606,0.04065040650406504,0.23415276301360743,0.6593406593406593,1,180,2,29,212,30,182,0.19047619047619047,0.1935483870967742,0.20714285714285716,0.381,0.215,0.064,0.7,0.8,0.9
Pairwise-GAT,44,max_f1,max_f1,contract,0.897,0.2413793103448276,0.4666666666666667,0.288135593220339,0.5666666666666667,0.38202247191011235,0.4748603351955308,0.28248656511729164,0.7216117216117216,17,140,42,13,212,30,182,0.19014084507042253,0.19014084507042253,0.1836734693877551,0.149,0.149,0.051000000000000004,0.8666666666666667,0.8666666666666667,0.9
Pairwise-GAT,44,high_recall,target_recall,contract,0.051000000000000004,0.13366336633663367,0.9,0.1836734693877551,0.9,0.30508474576271183,0.5056179775280899,0.28248656511729164,0.7216117216117216,27,62,120,3,212,30,182,0.19014084507042253,0.19014084507042253,0.1836734693877551,0.149,0.149,0.051000000000000004,0.8666666666666667,0.8666666666666667,0.9
Pairwise-GAT,44,precision_focused,target_precision,contract,0.149,0.1511627906976744,0.8666666666666667,0.19014084507042253,0.9,0.31395348837209297,0.5152671755725191,0.28248656511729164,0.7216117216117216,27,67,115,3,212,30,182,0.19014084507042253,0.19014084507042253,0.1836734693877551,0.149,0.149,0.051000000000000004,0.8666666666666667,0.8666666666666667,0.9
Pairwise-GAT,45,max_f1,max_f1,contract,0.062,0.14619883040935672,0.8333333333333334,0.19014084507042253,0.9,0.31395348837209297,0.5152671755725191,0.24318417430974965,0.6695970695970697,27,67,115,3,212,30,182,0.19014084507042253,0.19014084507042253,0.19480519480519481,0.062,0.062,0.024,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,45,high_recall,target_recall,contract,0.024,0.13846153846153847,0.9,0.19480519480519481,1.0,0.32608695652173914,0.5474452554744526,0.24318417430974965,0.6695970695970697,30,58,124,0,212,30,182,0.19014084507042253,0.19014084507042253,0.19480519480519481,0.062,0.062,0.024,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,45,precision_focused,target_precision,contract,0.997,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.24318417430974965,0.6695970695970697,0,181,1,30,212,30,182,0.19014084507042253,0.19014084507042253,0.19480519480519481,0.062,0.062,0.024,0.8333333333333334,0.8333333333333334,0.9
Pairwise-GAT,46,max_f1,max_f1,contract,0.898,0.3333333333333333,0.4,0.28888888888888886,0.43333333333333335,0.3466666666666666,0.3939393939393939,0.23654248092939567,0.7131868131868132,13,150,32,17,212,30,182,0.183206106870229,0.183206106870229,0.183206106870229,0.121,0.121,0.121,0.9,0.9,0.9
Pairwise-GAT,46,high_recall,target_recall,contract,0.121,0.18,0.9,0.183206106870229,0.8,0.2981366459627329,0.4780876494023904,0.23654248092939567,0.7131868131868132,24,75,107,6,212,30,182,0.183206106870229,0.183206106870229,0.183206106870229,0.121,0.121,0.121,0.9,0.9,0.9
Pairwise-GAT,46,precision_focused,target_precision,contract,0.992,1.0,0.13333333333333333,0.1111111111111111,0.03333333333333333,0.05128205128205128,0.03875968992248062,0.23654248092939567,0.7131868131868132,1,174,8,29,212,30,182,0.183206106870229,0.183206106870229,0.183206106870229,0.121,0.121,0.121,0.9,0.9,0.9
Current HyperVul,42,max_f1,max_f1,contract,0.915,0.3333333333333333,0.5666666666666667,0.21311475409836064,0.43333333333333335,0.2857142857142857,0.35911602209944754,0.3199651800786185,0.7055860805860806,13,134,48,17,212,30,182,0.23076923076923078,0.22608695652173913,0.18543046357615894,0.867,0.8130000000000001,0.488,0.7,0.8,0.9666666666666667
Current HyperVul,42,high_recall,target_recall,contract,0.488,0.16022099447513813,0.9666666666666667,0.18543046357615894,0.9333333333333333,0.30939226519337015,0.5166051660516605,0.3199651800786185,0.7055860805860806,28,59,123,2,212,30,182,0.23076923076923078,0.22608695652173913,0.18543046357615894,0.867,0.8130000000000001,0.488,0.7,0.8,0.9666666666666667
Current HyperVul,42,precision_focused,target_precision,contract,0.971,0.8,0.13333333333333333,0.3076923076923077,0.13333333333333333,0.18604651162790697,0.15037593984962408,0.3199651800786185,0.7055860805860806,4,173,9,26,212,30,182,0.23076923076923078,0.22608695652173913,0.18543046357615894,0.867,0.8130000000000001,0.488,0.7,0.8,0.9666666666666667
Current HyperVul,43,max_f1,max_f1,contract,0.646,0.31666666666666665,0.6333333333333333,0.2608695652173913,0.6,0.36363636363636365,0.4761904761904763,0.3250888391792861,0.7180402930402932,18,131,51,12,212,30,182,0.26582278481012656,0.24299065420560748,0.1888111888111888,0.597,0.422,0.213,0.7,0.8,0.9666666666666667
Current HyperVul,43,high_recall,target_recall,contract,0.213,0.1657142857142857,0.9666666666666667,0.1888111888111888,0.9,0.3121387283236994,0.5133079847908745,0.3250888391792861,0.7180402930402932,27,66,116,3,212,30,182,0.26582278481012656,0.24299065420560748,0.1888111888111888,0.597,0.422,0.213,0.7,0.8,0.9666666666666667
Current HyperVul,43,precision_focused,target_precision,contract,0.985,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.3250888391792861,0.7180402930402932,0,182,0,30,212,30,182,0.26582278481012656,0.24299065420560748,0.1888111888111888,0.597,0.422,0.213,0.7,0.8,0.9666666666666667
Current HyperVul,44,max_f1,max_f1,contract,0.56,0.31666666666666665,0.6333333333333333,0.2625,0.7,0.38181818181818183,0.525,0.30727672045403354,0.7212454212454213,21,123,59,9,212,30,182,0.25,0.2403846153846154,0.1891891891891892,0.428,0.354,0.07200000000000001,0.7333333333333333,0.8,0.9
Current HyperVul,44,high_recall,target_recall,contract,0.07200000000000001,0.16167664670658682,0.9,0.1891891891891892,0.9333333333333333,0.3146067415730337,0.5223880597014926,0.30727672045403354,0.7212454212454213,28,62,120,2,212,30,182,0.25,0.2403846153846154,0.1891891891891892,0.428,0.354,0.07200000000000001,0.7333333333333333,0.8,0.9
Current HyperVul,44,precision_focused,target_precision,contract,0.994,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.30727672045403354,0.7212454212454213,0,182,0,30,212,30,182,0.25,0.2403846153846154,0.1891891891891892,0.428,0.354,0.07200000000000001,0.7333333333333333,0.8,0.9
Current HyperVul,45,max_f1,max_f1,contract,0.775,0.3333333333333333,0.6333333333333333,0.2602739726027397,0.6333333333333333,0.36893203883495146,0.49222797927461137,0.2841057304425055,0.7312271062271062,19,128,54,11,212,30,182,0.27906976744186046,0.21666666666666667,0.18064516129032257,0.6970000000000001,0.485,0.14100000000000001,0.7,0.8,0.9333333333333333
Current HyperVul,45,high_recall,target_recall,contract,0.14100000000000001,0.14432989690721648,0.9333333333333333,0.18064516129032257,0.9333333333333333,0.30270270270270266,0.5090909090909091,0.2841057304425055,0.7312271062271062,28,55,127,2,212,30,182,0.27906976744186046,0.21666666666666667,0.18064516129032257,0.6970000000000001,0.485,0.14100000000000001,0.7,0.8,0.9333333333333333
Current HyperVul,45,precision_focused,target_precision,contract,0.989,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.2841057304425055,0.7312271062271062,0,182,0,30,212,30,182,0.27906976744186046,0.21666666666666667,0.18064516129032257,0.6970000000000001,0.485,0.14100000000000001,0.7,0.8,0.9333333333333333
Current HyperVul,46,max_f1,max_f1,contract,0.401,0.2714285714285714,0.6333333333333333,0.24719101123595505,0.7333333333333333,0.36974789915966383,0.5263157894736842,0.3340062323311265,0.7271978021978022,22,115,67,8,212,30,182,0.23636363636363636,0.23636363636363636,0.18354430379746836,0.274,0.274,0.052000000000000005,0.8,0.8,0.9
Current HyperVul,46,high_recall,target_recall,contract,0.052000000000000005,0.14673913043478262,0.9,0.18354430379746836,0.9666666666666667,0.3085106382978724,0.5215827338129496,0.3340062323311265,0.7271978021978022,29,53,129,1,212,30,182,0.23636363636363636,0.23636363636363636,0.18354430379746836,0.274,0.274,0.052000000000000005,0.8,0.8,0.9
Current HyperVul,46,precision_focused,target_precision,contract,0.99,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.3340062323311265,0.7271978021978022,0,182,0,30,212,30,182,0.23636363636363636,0.23636363636363636,0.18354430379746836,0.274,0.274,0.052000000000000005,0.8,0.8,0.9
