run,strategy,pooling,seed,level,threshold_policy,selection_policy,threshold,validation_precision_at_threshold,validation_recall_at_threshold,precision,recall,f1,f2,pr_auc,roc_auc,tp,tn,fp,fn,support,positive_support,negative_support,test_precision_at_val_recall_70,test_precision_at_val_recall_80,test_precision_at_val_recall_90,val_threshold_for_recall_70,val_threshold_for_recall_80,val_threshold_for_recall_90,val_recall_at_threshold_70,val_recall_at_threshold_80,val_recall_at_threshold_90
all_scope,hard_negative_upweight,mil_topk,45,interaction,precision_focused,target_precision,0.806,0.11071428571428571,0.6078431372549019,0.11290322580645161,0.525,0.18584070796460175,0.30346820809248554,0.11266086781687126,0.8109957627118644,21,1015,165,19,1220,40,1180,0.07988165680473373,0.06805293005671077,0.05220883534136546,0.745,0.64,0.492,0.7058823529411765,0.8235294117647058,0.9019607843137255
all_scope,hard_negative_oversample,mil_topk,45,interaction,max_f1,max_f1,0.81,0.3333333333333333,0.19607843137254902,0.16,0.1,0.12307692307692307,0.10810810810810813,0.08715941026877613,0.716165254237288,4,1159,21,36,1220,40,1180,0.05417607223476298,0.049099836333878884,0.04736129905277402,0.336,0.244,0.186,0.7058823529411765,0.8235294117647058,0.9019607843137255
all_scope,hard_negative_oversample,mil_topk,45,interaction,high_recall,target_recall,0.186,0.044965786901270774,0.9019607843137255,0.04736129905277402,0.875,0.08985879332477535,0.19466073414905452,0.08715941026877613,0.716165254237288,35,476,704,5,1220,40,1180,0.05417607223476298,0.049099836333878884,0.04736129905277402,0.336,0.244,0.186,0.7058823529411765,0.8235294117647058,0.9019607843137255
all_scope,hard_negative_oversample,mil_topk,45,interaction,precision_focused,target_precision,0.644,0.14093959731543623,0.4117647058823529,0.12264150943396226,0.325,0.17808219178082188,0.24436090225563908,0.08715941026877613,0.716165254237288,13,1087,93,27,1220,40,1180,0.05417607223476298,0.049099836333878884,0.04736129905277402,0.336,0.244,0.186,0.7058823529411765,0.8235294117647058,0.9019607843137255
all_scope,baseline,mil_topk,46,interaction,max_f1,max_f1,0.787,0.1951219512195122,0.3137254901960784,0.15384615384615385,0.25,0.1904761904761905,0.22222222222222224,0.10088217225491095,0.7945974576271186,10,1125,55,30,1220,40,1180,0.08843537414965986,0.07672634271099744,0.05654281098546042,0.544,0.47100000000000003,0.302,0.7058823529411765,0.803921568627451,0.9019607843137255
all_scope,baseline,mil_topk,46,interaction,high_recall,target_recall,0.302,0.054245283018867926,0.9019607843137255,0.05654281098546042,0.875,0.1062215477996965,0.2246469833119384,0.10088217225491095,0.7945974576271186,35,596,584,5,1220,40,1180,0.08843537414965986,0.07672634271099744,0.05654281098546042,0.544,0.47100000000000003,0.302,0.7058823529411765,0.803921568627451,0.9019607843137255
all_scope,baseline,mil_topk,46,interaction,precision_focused,target_precision,0.663,0.11587982832618025,0.5294117647058824,0.09876543209876543,0.4,0.15841584158415842,0.2484472049689441,0.10088217225491095,0.7945974576271186,16,1034,146,24,1220,40,1180,0.08843537414965986,0.07672634271099744,0.05654281098546042,0.544,0.47100000000000003,0.302,0.7058823529411765,0.803921568627451,0.9019607843137255
all_scope,hard_negative_upweight,mil_topk,46,interaction,max_f1,max_f1,0.631,0.1717171717171717,0.3333333333333333,0.10526315789473684,0.25,0.14814814814814814,0.19607843137254902,0.09522613071563511,0.7963771186440677,10,1095,85,30,1220,40,1180,0.08761329305135952,0.06260575296108291,0.05186170212765957,0.506,0.41500000000000004,0.36,0.7058823529411765,0.8627450980392157,0.9019607843137255
all_scope,hard_negative_upweight,mil_topk,46,interaction,high_recall,target_recall,0.36,0.047276464542651594,0.9019607843137255,0.05186170212765957,0.975,0.09848484848484848,0.21381578947368418,0.09522613071563511,0.7963771186440677,39,467,713,1,1220,40,1180,0.08761329305135952,0.06260575296108291,0.05186170212765957,0.506,0.41500000000000004,0.36,0.7058823529411765,0.8627450980392157,0.9019607843137255
all_scope,hard_negative_upweight,mil_topk,46,interaction,precision_focused,target_precision,0.532,0.0958904109589041,0.6862745098039216,0.0933852140077821,0.6,0.16161616161616163,0.28776978417266186,0.09522613071563511,0.7963771186440677,24,947,233,16,1220,40,1180,0.08761329305135952,0.06260575296108291,0.05186170212765957,0.506,0.41500000000000004,0.36,0.7058823529411765,0.8627450980392157,0.9019607843137255
all_scope,hard_negative_oversample,mil_topk,46,interaction,max_f1,max_f1,0.6920000000000001,0.15503875968992248,0.39215686274509803,0.12903225806451613,0.3,0.18045112781954886,0.23715415019762845,0.11960508677808407,0.8254872881355932,12,1099,81,28,1220,40,1180,0.10666666666666667,0.08333333333333333,0.05394190871369295,0.602,0.516,0.374,0.7058823529411765,0.803921568627451,0.9215686274509803
all_scope,hard_negative_oversample,mil_topk,46,interaction,high_recall,target_recall,0.374,0.04667328699106256,0.9215686274509803,0.05394190871369295,0.975,0.10222804718217564,0.22083805209513024,0.11960508677808407,0.8254872881355932,39,496,684,1,1220,40,1180,0.10666666666666667,0.08333333333333333,0.05394190871369295,0.602,0.516,0.374,0.7058823529411765,0.803921568627451,0.9215686274509803
all_scope,hard_negative_oversample,mil_topk,46,interaction,precision_focused,target_precision,0.621,0.11784511784511785,0.6862745098039216,0.105,0.525,0.175,0.29166666666666663,0.11960508677808407,0.8254872881355932,21,1001,179,19,1220,40,1180,0.10666666666666667,0.08333333333333333,0.05394190871369295,0.602,0.516,0.374,0.7058823529411765,0.803921568627451,0.9215686274509803
reentrancy_only,baseline,mil_attention,42,interaction,max_f1,max_f1,0.973,0.375,0.11538461538461539,0.6666666666666666,0.1,0.1739130434782609,0.12048192771084337,0.22871447219809654,0.7922454804947668,2,1050,1,18,1071,20,1051,0.05314009661835749,0.052434456928838954,0.030927835051546393,0.86,0.8200000000000001,0.508,0.7307692307692307,0.8076923076923077,0.9615384615384616
reentrancy_only,baseline,mil_attention,42,interaction,high_recall,target_recall,0.508,0.02682403433476395,0.9615384615384616,0.030927835051546393,0.9,0.059800664451827246,0.13595166163141995,0.22871447219809654,0.7922454804947668,18,487,564,2,1071,20,1051,0.05314009661835749,0.052434456928838954,0.030927835051546393,0.86,0.8200000000000001,0.508,0.7307692307692307,0.8076923076923077,0.9615384615384616
reentrancy_only,baseline,mil_attention,42,interaction,precision_focused,target_precision,0.978,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.22871447219809654,0.7922454804947668,0,1051,0,20,1071,20,1051,0.05314009661835749,0.052434456928838954,0.030927835051546393,0.86,0.8200000000000001,0.508,0.7307692307692307,0.8076923076923077,0.9615384615384616
reentrancy_only,hard_negative_upweight,mil_attention,42,interaction,max_f1,max_f1,0.865,0.6,0.11538461538461539,0.0,0.0,0.0,0.0,0.10870946497544268,0.7834443387250237,0,1050,1,20,1071,20,1051,0.04743083003952569,0.04040404040404041,0.03135313531353135,0.336,0.3,0.116,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,42,interaction,high_recall,target_recall,0.116,0.02528977871443625,0.9230769230769231,0.03135313531353135,0.95,0.06070287539936102,0.13848396501457724,0.10870946497544268,0.7834443387250237,19,464,587,1,1071,20,1051,0.04743083003952569,0.04040404040404041,0.03135313531353135,0.336,0.3,0.116,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,42,interaction,precision_focused,target_precision,0.905,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.10870946497544268,0.7834443387250237,0,1051,0,20,1071,20,1051,0.04743083003952569,0.04040404040404041,0.03135313531353135,0.336,0.3,0.116,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,42,interaction,max_f1,max_f1,0.601,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.0,0.048432535499170704,0.7620361560418649,0,1043,8,20,1071,20,1051,0.04106280193236715,0.03761061946902655,0.033101045296167246,0.28600000000000003,0.273,0.229,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,42,interaction,high_recall,target_recall,0.229,0.02666666666666667,0.9230769230769231,0.033101045296167246,0.95,0.06397306397306397,0.1452599388379205,0.048432535499170704,0.7620361560418649,19,496,555,1,1071,20,1051,0.04106280193236715,0.03761061946902655,0.033101045296167246,0.28600000000000003,0.273,0.229,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,42,interaction,precision_focused,target_precision,0.6940000000000001,0.75,0.11538461538461539,0.0,0.0,0.0,0.0,0.048432535499170704,0.7620361560418649,0,1050,1,20,1071,20,1051,0.04106280193236715,0.03761061946902655,0.033101045296167246,0.28600000000000003,0.273,0.229,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,baseline,mil_attention,43,interaction,max_f1,max_f1,0.964,0.6,0.11538461538461539,1.0,0.1,0.18181818181818182,0.12195121951219513,0.24147706783962472,0.7881065651760228,2,1051,0,18,1071,20,1051,0.05405405405405406,0.04430379746835443,0.03076923076923077,0.755,0.667,0.421,0.7692307692307693,0.8461538461538461,0.9230769230769231
reentrancy_only,baseline,mil_attention,43,interaction,high_recall,target_recall,0.421,0.025504782146652496,0.9230769230769231,0.03076923076923077,0.9,0.05950413223140496,0.13533834586466167,0.24147706783962472,0.7881065651760228,18,484,567,2,1071,20,1051,0.05405405405405406,0.04430379746835443,0.03076923076923077,0.755,0.667,0.421,0.7692307692307693,0.8461538461538461,0.9230769230769231
reentrancy_only,baseline,mil_attention,43,interaction,precision_focused,target_precision,0.97,1.0,0.07692307692307693,1.0,0.05,0.09523809523809523,0.0617283950617284,0.24147706783962472,0.7881065651760228,1,1051,0,19,1071,20,1051,0.05405405405405406,0.04430379746835443,0.03076923076923077,0.755,0.667,0.421,0.7692307692307693,0.8461538461538461,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,43,interaction,max_f1,max_f1,0.927,0.42857142857142855,0.11538461538461539,0.0,0.0,0.0,0.0,0.09237316323871007,0.7891056137012369,0,1051,0,20,1071,20,1051,0.05319148936170213,0.04020100502512563,0.03104575163398693,0.537,0.358,0.201,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,43,interaction,high_recall,target_recall,0.201,0.023529411764705882,0.9230769230769231,0.03104575163398693,0.95,0.060126582278481014,0.13728323699421965,0.09237316323871007,0.7891056137012369,19,458,593,1,1071,20,1051,0.05319148936170213,0.04020100502512563,0.03104575163398693,0.537,0.358,0.201,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,43,interaction,precision_focused,target_precision,0.9380000000000001,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.09237316323871007,0.7891056137012369,0,1051,0,20,1071,20,1051,0.05319148936170213,0.04020100502512563,0.03104575163398693,0.537,0.358,0.201,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,43,interaction,max_f1,max_f1,0.923,0.375,0.11538461538461539,0.0,0.0,0.0,0.0,0.10676895659508395,0.7717411988582302,0,1051,0,20,1071,20,1051,0.044534412955465584,0.040106951871657755,0.030035335689045935,0.583,0.45,0.32,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,43,interaction,high_recall,target_recall,0.32,0.026726057906458798,0.9230769230769231,0.030035335689045935,0.85,0.05802047781569966,0.13157894736842105,0.10676895659508395,0.7717411988582302,17,502,549,3,1071,20,1051,0.044534412955465584,0.040106951871657755,0.030035335689045935,0.583,0.45,0.32,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,43,interaction,precision_focused,target_precision,0.9590000000000001,1.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.10676895659508395,0.7717411988582302,0,1051,0,20,1071,20,1051,0.044534412955465584,0.040106951871657755,0.030035335689045935,0.583,0.45,0.32,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,baseline,mil_attention,44,interaction,max_f1,max_f1,0.9480000000000001,0.3333333333333333,0.11538461538461539,0.0,0.0,0.0,0.0,0.20335621396224732,0.7878686964795433,0,1051,0,20,1071,20,1051,0.05,0.0438871473354232,0.03204047217537943,0.489,0.395,0.154,0.7692307692307693,0.8076923076923077,0.9230769230769231
reentrancy_only,baseline,mil_attention,44,interaction,high_recall,target_recall,0.154,0.02564102564102564,0.9230769230769231,0.03204047217537943,0.95,0.06199021207177814,0.1411589895988113,0.20335621396224732,0.7878686964795433,19,477,574,1,1071,20,1051,0.05,0.0438871473354232,0.03204047217537943,0.489,0.395,0.154,0.7692307692307693,0.8076923076923077,0.9230769230769231
reentrancy_only,baseline,mil_attention,44,interaction,precision_focused,target_precision,0.974,1.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.20335621396224732,0.7878686964795433,0,1051,0,20,1071,20,1051,0.05,0.0438871473354232,0.03204047217537943,0.489,0.395,0.154,0.7692307692307693,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,44,interaction,max_f1,max_f1,0.904,0.6,0.11538461538461539,0.0,0.0,0.0,0.0,0.10302154882366063,0.7815889628924835,0,1051,0,20,1071,20,1051,0.053763440860215055,0.04120879120879121,0.030254777070063694,0.583,0.437,0.249,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,44,interaction,high_recall,target_recall,0.249,0.023692003948667325,0.9230769230769231,0.030254777070063694,0.95,0.05864197530864198,0.13418079096045196,0.10302154882366063,0.7815889628924835,19,442,609,1,1071,20,1051,0.053763440860215055,0.04120879120879121,0.030254777070063694,0.583,0.437,0.249,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_upweight,mil_attention,44,interaction,precision_focused,target_precision,0.921,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.10302154882366063,0.7815889628924835,0,1051,0,20,1071,20,1051,0.053763440860215055,0.04120879120879121,0.030254777070063694,0.583,0.437,0.249,0.7307692307692307,0.8076923076923077,0.9230769230769231
reentrancy_only,hard_negative_oversample,mil_attention,44,interaction,max_f1,max_f1,0.862,0.6,0.11538461538461539,0.0,0.0,0.0,0.0,0.09818397245959336,0.791674595623216,0,1051,0,20,1071,20,1051,0.06626506024096386,0.05603448275862069,0.029459901800327332,0.5720000000000001,0.514,0.274,0.7307692307692307,0.8076923076923077,0.9230769230769231
